status,timing,thread_id,execution_time,message,failures,unique_id,compiled,compiled_code,relation_name,batch_results,adapter_response._message,ingestion_ts
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.907048Z', 'completed_at': '2025-10-15T07:34:17.920887Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.922837Z', 'completed_at': '2025-10-15T07:34:18.619406Z'}]",Thread-2 (worker),0.7192518711090088,OK,,model.local_de_assessment.stg_orderslines,True,"



-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/orderslines/*.parquet')
),

-- Step 2: Apply transformations
typed as (
  select
    cast(order_id as bigint) as order_id,
    cast(line_number as int) as line_number,
    cast(product_id as bigint) as product_id,
    cast(qty as int) as qty,
    cast(unit_price as decimal(12, 4)) as unit_price,
    cast(line_discount_pct as decimal(5, 4)) as line_discount_pct,
    cast(tax_pct as decimal(5, 4)) as tax_pct,
    cast(ingestion_ts as timestamp) as ingestion_ts
  from bronze_parquet
)

-- Step 3: Final output
select * from typed
WHERE 
 product_id IN (
    SELECT product_id
    FROM main_stg.stg_products
) --cleaned out product ids due to intentdbt ruional anomalies or incorrect product ids. to keep referential integrity","""warehouse"".""main_stg"".""stg_orderslines""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.643456Z', 'completed_at': '2025-10-15T07:34:18.666271Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.667136Z', 'completed_at': '2025-10-15T07:34:18.781873Z'}]",Thread-2 (worker),0.14481639862060547,OK,,model.local_de_assessment.silver_audit,True,"

with bronze_parquet as (
  select * from ""warehouse"".""main_stg"".""stg_audit""
),

typed as (
  select
    status,
    timing,
    thread_id,
    execution_time,
    message,
    failures,
    unique_id,
    compiled,
    compiled_code,
    relation_name,
    batch_results,
    'adapter_response._message' as adapter_response_message,
    ingestion_ts
  from bronze_parquet
)

select
  status,
  timing,
  json_extract(timing[1], '$.started_at') as compile_started_at,
  json_extract(timing[1], '$.completed_at') as compile_completed_at,
  json_extract(timing[2], '$.started_at') as execute_started_at,
  json_extract(timing[2], '$.completed_at') as execute_completed_at,
  thread_id,
  execution_time,
  message,
  failures,
  unique_id,
  compiled,
  compiled_code,
  relation_name,
  split_part(relation_name, '.', 1) as database,
  split_part(relation_name, '.', 2) as schema,
  split_part(relation_name, '.', 3) as table_name,
  batch_results,
  adapter_response_message,
  ingestion_ts,
    -- Surrogate key using dbt_utils
    md5(cast(coalesce(cast(unique_id as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(ingestion_ts as TEXT), '_dbt_utils_surrogate_key_null_') as TEXT)) as audit_id
  from typed


","""warehouse"".""main_silver"".""silver_audit""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.623734Z', 'completed_at': '2025-10-15T07:34:18.631208Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.632817Z', 'completed_at': '2025-10-15T07:34:18.799543Z'}]",Thread-3 (worker),0.187408447265625,OK,,model.local_de_assessment.stg_suppliers,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/suppliers/*.parquet')
),


-- Step 2: Apply transformations
typed as (
select
    cast(supplier_id as bigint) as supplier_id,
    cast(supplier_code as string) as supplier_code,
    cast(name as string) as name,
    cast(country_code as string) as country_code,
    cast(lead_time_days as int) as lead_time_days,
    cast(preffered as boolean) as preferred,
    cast(ingestion_ts as timestamp) as ingestion_ts,
      row_number() over (
        partition by supplier_code
        order by supplier_id asc  
      ) as row_num

from bronze_parquet
)

-- Step 3: Final output
select supplier_id,
        supplier_code,
        name,
        country_code,
        lead_time_days,
        preferred,
        ingestion_ts

 from typed where row_num = 1","""warehouse"".""main_stg"".""stg_suppliers""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.800235Z', 'completed_at': '2025-10-15T07:34:18.812579Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.813562Z', 'completed_at': '2025-10-15T07:34:18.944343Z'}]",Thread-2 (worker),0.15657782554626465,OK,,model.local_de_assessment.silver_events,True,"

SELECT 
    event_id,
    env_event_ts,
    event_type,
    user_id,
    session_id,
    event_date,
    payload_event_ts,
    device,
    ip_address,
    latitude,
    longitude,
    product_id,
    price,
    action,
  --  discount_coupon,
    session_duration,
    logout_reason,
    ingestion_ts
FROM ""warehouse"".""main_stg"".""stg_events"" 
","""warehouse"".""main_silver"".""silver_events""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.825849Z', 'completed_at': '2025-10-15T07:34:18.833641Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.834397Z', 'completed_at': '2025-10-15T07:34:18.969027Z'}]",Thread-3 (worker),0.1541731357574463,OK,,model.local_de_assessment.silver_exchangerates,True,"

SELECT 
    date,
    currency,
    rate_to_aud,
    ingestion_ts
FROM ""warehouse"".""main_stg"".""stg_exchangerates"" 
","""warehouse"".""main_silver"".""silver_exchangerates""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.985968Z', 'completed_at': '2025-10-15T07:34:19.008352Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:19.009063Z', 'completed_at': '2025-10-15T07:34:19.214186Z'}]",Thread-3 (worker),0.23264241218566895,OK,,model.local_de_assessment.silver_products,True,"


WITH source AS (
  SELECT 
    product_id,
    sku,
    name,
    category,
    subcategory,
    current_price,
    currency,
    is_discontinued,
    introduced_dt,
    discontinued_dt,
    ingestion_ts,
    product_scd_id,
    CURRENT_DATE AS effective_from,
    NULL AS effective_to,
    TRUE AS is_current
  FROM ""warehouse"".""main_stg"".""stg_products""
  
)
,

new_records AS (
  SELECT *
  FROM source
  WHERE NOT EXISTS (
    SELECT 1
    FROM ""warehouse"".""main_silver"".""silver_products""
    WHERE product_scd_id = source.product_scd_id
      AND is_current = TRUE
  )
),

expired_records AS (
  SELECT 
    product_id,
    sku,
    name,
    category,
    subcategory,
    current_price,
    currency,
    is_discontinued,
    introduced_dt,
    discontinued_dt,
    ingestion_ts,
    product_scd_id,
    effective_from,
    CURRENT_DATE AS effective_to,
    FALSE AS is_current
  FROM ""warehouse"".""main_silver"".""silver_products""
  WHERE is_current = TRUE
    AND product_scd_id IN (
      SELECT product_scd_id FROM new_records
    )
)
---SCD retain expired records updating current and effective to status as and UNION new records with same surrogate key

SELECT * FROM new_records
UNION ALL
SELECT * FROM expired_records","""warehouse"".""main_silver"".""silver_products""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.975395Z', 'completed_at': '2025-10-15T07:34:18.995616Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.996572Z', 'completed_at': '2025-10-15T07:34:19.270680Z'}]",Thread-2 (worker),0.30153965950012207,OK,,model.local_de_assessment.silver_returns,True,"

SELECT 
    return_id,
      order_id,
        product_id 
        ,return_ts
        ,  qty
,reason ,
return_reason_code,
 source_version,
  ingestion_ts 
FROM ""warehouse"".""main_stg"".""stg_returns""

","""warehouse"".""main_silver"".""silver_returns""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:19.282376Z', 'completed_at': '2025-10-15T07:34:19.291358Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:19.292464Z', 'completed_at': '2025-10-15T07:34:19.359141Z'}]",Thread-2 (worker),0.08034348487854004,OK,,model.local_de_assessment.silver_stores,True,"

SELECT 
        store_id,
        store_code,
        name,
        channel,
        region,
        state,
        latitude,
        longitude,
        open_dt as open_date,
        close_dt as close_date,
        ingestion_ts

FROM ""warehouse"".""main_stg"".""stg_stores""

","""warehouse"".""main_silver"".""silver_stores""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.395839Z', 'completed_at': '2025-10-15T07:34:18.419515Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.428256Z', 'completed_at': '2025-10-15T07:34:19.611177Z'}]",Thread-1 (worker),1.2178468704223633,OK,,model.local_de_assessment.stg_shipments,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/shipments/*.parquet')
),

-- Step 2: Apply transformations
typed as (
    select
        cast(shipment_id as bigint) as shipment_id,
        cast(order_id as bigint) as order_id,
        cast(carrier as string) as carrier,
        cast(shipped_at as timestamp) as shipped_at,
        cast(delivered_at as timestamp) as delivered_at,
        cast(ship_cost as numeric(12, 2)) as ship_cost,
        cast(ingestion_ts as timestamp) as ingestion_ts
  from bronze_parquet
)

-- Step 3: Final output
select * from typed","""warehouse"".""main_stg"".""stg_shipments""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.237231Z', 'completed_at': '2025-10-15T07:34:18.246991Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.248210Z', 'completed_at': '2025-10-15T07:34:19.775821Z'}]",Thread-4 (worker),1.5456340312957764,OK,,model.local_de_assessment.stg_sensors,True,"



-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/sensors/*.parquet')
),

-- Step 2: Apply transformations
typed as (
  select
    cast(sensor_ts as timestamp) as sensor_ts,
    cast(store_id as bigint) as store_id,
    cast(shelf_id as string) as shelf_id,
    cast(temperature_c as decimal(5, 2)) as temperature_c,
    cast(humidity_pct as decimal(5, 2)) as humidity_pct,
    cast(battery_mv as int) as battery_mv,
    cast(ingestion_ts as timestamp) as ingestion_ts
  from bronze_parquet
)

-- Step 3: Final output
select * from typed
where sensor_ts is not null
-- moved to curated
--and temperature_c between 0 and 50 
--    and humidity_pct between 0 and 100
--and battery_mv >= 1000
and 
 store_id IN (
    SELECT store_id
    FROM main_stg.stg_stores
) --cleaned out store ids due to lat/long anomalies to keep referential integrity","""warehouse"".""main_stg"".""stg_sensors""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:19.223576Z', 'completed_at': '2025-10-15T07:34:19.232646Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:19.234561Z', 'completed_at': '2025-10-15T07:34:19.783400Z'}]",Thread-3 (worker),0.5642232894897461,OK,,model.local_de_assessment.silver_customers,True,"

SELECT 
    customer_id,
       natural_key,
       first_name,
       last_name,
       email,
       phone,
       address_line1, 
       address_line2, 
       city, 
       state_region,
       postcode,
       country_code,
       latitude,
       longitude,
       birth_date,   
        datediff('year', birth_date, ingestion_ts) as age,
       join_ts,
       is_vip,
       gdpr_consent,
       ingestion_ts


FROM ""warehouse"".""main_stg"".""stg_customers""

","""warehouse"".""main_silver"".""silver_customers""",,OK,2025-10-15 07:34:29.382228
